model_id,model,P_vector,model_average_fidelity,model_average_fidelity_gauge
20260213_143415_perturbed_295,"[[[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.579623, 0.148832, 0.380847]",0.561256,
20260213_143415_perturbed_296,"[[[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.170553, 0.325472, 0.359802]",0.694865,
20260213_143415_perturbed_297,"[[[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.121739, 0.537703, 0.554533]",0.789119,
20260213_143415_perturbed_298,"[[[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.535611, 0.208839, 0.251271]",0.534449,
20260213_143415_perturbed_299,"[[[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.419369, 0.206614, 0.238796]",0.568048,
20260213_143415_perturbed_300,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.721797, 0.861588, 0.572319]",0.501628,
20260213_143415_perturbed_301,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.717786, 0.733378, 0.617017]",0.437373,
20260213_143415_perturbed_302,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.339473, 0.430366, 0.910185]",0.63621,
20260213_143415_perturbed_303,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.240985, 0.337394, 0.80546]",0.693911,
20260213_143415_perturbed_304,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.897897, 0.541452, 0.156338]",0.605801,
20260213_143415_perturbed_305,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.77755, 0.681581, 0.631373]",0.456695,
20260213_143415_perturbed_306,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.335704, 0.655249, 0.89152]",0.590304,
20260213_143415_perturbed_307,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.120902, 0.491291, 0.872008]",0.684557,
20260213_143415_perturbed_308,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.760085, 0.689364, 0.592503]",0.429888,
20260213_143415_perturbed_309,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.660311, 0.734837, 0.677443]",0.463487,
20260213_143415_perturbed_310,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.721797, 0.241612, 0.79173]",0.404883,
20260213_143415_perturbed_311,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.717786, 0.252131, 0.773165]",0.340628,
20260213_143415_perturbed_312,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.339473, 0.642589, 0.377298]",0.539465,
20260213_143415_perturbed_313,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.240985, 0.756984, 0.249073]",0.597166,
20260213_143415_perturbed_314,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.897897, 0.114049, 0.869956]",0.509056,
20260213_143415_perturbed_315,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.77755, 0.194981, 0.828603]",0.35995,
20260213_143415_perturbed_316,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.335704, 0.629404, 0.405058]",0.493559,
20260213_143415_perturbed_317,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.120902, 0.862366, 0.157849]",0.587812,
20260213_143415_perturbed_318,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.760085, 0.214166, 0.806641]",0.333142,
20260213_143415_perturbed_319,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.660311, 0.306587, 0.722223]",0.366741,
20260213_143415_perturbed_320,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.721797, 0.636145, 0.898965]",0.5548,
20260213_143415_perturbed_321,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.717786, 0.794568, 0.899196]",0.490545,
20260213_143415_perturbed_322,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.339473, 0.34805, 0.595595]",0.689382,
20260213_143415_perturbed_323,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.240985, 0.233932, 0.387223]",0.747083,
20260213_143415_perturbed_324,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.897897, 0.664353, 0.64255]",0.658974,
20260213_143415_perturbed_325,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.77755, 0.649063, 0.918473]",0.509867,
20260213_143415_perturbed_326,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.335704, 0.599529, 0.703892]",0.643476,
20260213_143415_perturbed_327,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.120902, 0.373308, 0.411114]",0.737729,
20260213_143415_perturbed_328,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.760085, 0.781879, 0.899313]",0.48306,
20260213_143415_perturbed_329,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.660311, 0.77806, 0.889957]",0.516659,
20260213_143415_perturbed_330,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.721797, 0.42631, 0.506314]",0.511963,
20260213_143415_perturbed_331,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.717786, 0.294753, 0.324565]",0.447708,
20260213_143415_perturbed_332,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.339473, 0.147829, 0.669391]",0.646545,
20260213_143415_perturbed_333,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.240985, 0.288768, 0.725572]",0.704246,
20260213_143415_perturbed_334,"[[[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.897897, 0.741631, 0.354748]",0.616137,
